Fleet,Length,Sel
20,214.5,1
21,214.5,0.922609
1,215.5,0.420876
2,215.5,1
3,215.5,0.992935
4,215.5,0.542279
5,215.5,1
6,215.5,0.992935
7,215.5,1
8,215.5,0.420876
9,215.5,1
10,215.5,0.420876
11,215.5,0.996519
12,215.5,0.382999
13,215.5,0.915033
14,215.5,0.382999
15,215.5,0.420876
16,215.5,0.996519
17,215.5,0.382999
18,215.5,0.420876
19,215.5,0.996519
20,215.5,1
21,215.5,0.915033
1,216.5,0.409666
2,216.5,1
3,216.5,0.993342
4,216.5,0.52605
5,216.5,1
6,216.5,0.993342
7,216.5,1
8,216.5,0.409666
9,216.5,1
10,216.5,0.409666
11,216.5,0.995079
12,216.5,0.393848
13,216.5,0.907149
14,216.5,0.393848
15,216.5,0.409666
16,216.5,0.995079
17,216.5,0.393848
18,216.5,0.409666
19,216.5,0.995079
20,216.5,1
21,216.5,0.907149
1,217.5,0.398596
2,217.5,0.999671
3,217.5,0.993726
4,217.5,0.509932
5,217.5,0.999671
6,217.5,0.993726
7,217.5,0.999671
8,217.5,0.398596
9,217.5,0.999671
10,217.5,0.398596
11,217.5,0.993391
12,217.5,0.404803
13,217.5,0.898967
14,217.5,0.404803
15,217.5,0.398596
16,217.5,0.993391
17,217.5,0.404803
18,217.5,0.398596
19,217.5,0.993391
20,217.5,0.999671
21,217.5,0.898967
1,218.5,0.387672
2,218.5,0.994635
3,218.5,0.994088
4,218.5,0.493942
5,218.5,0.994635
6,218.5,0.994088
7,218.5,0.994635
8,218.5,0.387672
9,218.5,0.994635
10,218.5,0.387672
11,218.5,0.991456
12,218.5,0.415854
13,218.5,0.890494
14,218.5,0.415854
15,218.5,0.387672
16,218.5,0.991456
17,218.5,0.415854
18,218.5,0.387672
19,218.5,0.991456
20,218.5,0.994635
21,218.5,0.890494
1,219.5,0.376898
2,219.5,0.983648
3,219.5,0.994429
4,219.5,0.478101
5,219.5,0.983648
6,219.5,0.994429
7,219.5,0.983648
8,219.5,0.376898
9,219.5,0.983648
10,219.5,0.376898
11,219.5,0.989273
12,219.5,0.42699
13,219.5,0.881738
14,219.5,0.42699
15,219.5,0.376898
16,219.5,0.989273
17,219.5,0.42699
18,219.5,0.376898
19,219.5,0.989273
20,219.5,0.983648
21,219.5,0.881738
1,220.5,0.366279
2,220.5,0.966961
3,220.5,0.994751
4,220.5,0.462426
5,220.5,0.966961
6,220.5,0.994751
7,220.5,0.966961
8,220.5,0.366279
9,220.5,0.966961
10,220.5,0.366279
11,220.5,0.986845
12,220.5,0.4382
13,220.5,0.87271
14,220.5,0.4382
15,220.5,0.366279
16,220.5,0.986845
17,220.5,0.4382
18,220.5,0.366279
19,220.5,0.986845
20,220.5,0.966961
21,220.5,0.87271
1,221.5,0.355821
2,221.5,0.944952
3,221.5,0.995054
4,221.5,0.446934
5,221.5,0.944952
6,221.5,0.995054
7,221.5,0.944952
8,221.5,0.355821
9,221.5,0.944952
10,221.5,0.355821
11,221.5,0.98417
12,221.5,0.449474
13,221.5,0.863417
14,221.5,0.449474
15,221.5,0.355821
16,221.5,0.98417
17,221.5,0.449474
18,221.5,0.355821
19,221.5,0.98417
20,221.5,0.944952
21,221.5,0.863417
1,222.5,0.345527
2,222.5,0.918112
3,222.5,0.995339
4,222.5,0.431643
5,222.5,0.918112
6,222.5,0.995339
7,222.5,0.918112
8,222.5,0.345527
9,222.5,0.918112
10,222.5,0.345527
11,222.5,0.981251
12,222.5,0.460799
13,222.5,0.853869
14,222.5,0.460799
15,222.5,0.345527
16,222.5,0.981251
17,222.5,0.460799
18,222.5,0.345527
19,222.5,0.981251
20,222.5,0.918112
21,222.5,0.853869
1,223.5,0.335401
2,223.5,0.887026
3,223.5,0.995608
4,223.5,0.416567
5,223.5,0.887026
6,223.5,0.995608
7,223.5,0.887026
8,223.5,0.335401
9,223.5,0.887026
10,223.5,0.335401
11,223.5,0.978088
12,223.5,0.472166
13,223.5,0.844076
14,223.5,0.472166
15,223.5,0.335401
16,223.5,0.978088
17,223.5,0.472166
18,223.5,0.335401
19,223.5,0.978088
20,223.5,0.887026
21,223.5,0.844076
1,224.5,0.325446
2,224.5,0.852352
3,224.5,0.995862
4,224.5,0.40172
5,224.5,0.852352
6,224.5,0.995862
7,224.5,0.852352
8,224.5,0.325446
9,224.5,0.852352
10,224.5,0.325446
11,224.5,0.974682
12,224.5,0.483561
13,224.5,0.834047
14,224.5,0.483561
15,224.5,0.325446
16,224.5,0.974682
17,224.5,0.483561
18,224.5,0.325446
19,224.5,0.974682
20,224.5,0.852352
21,224.5,0.834047
1,225.5,0.315666
2,225.5,0.814796
3,225.5,0.996101
4,225.5,0.387115
5,225.5,0.814796
6,225.5,0.996101
7,225.5,0.814796
8,225.5,0.315666
9,225.5,0.814796
10,225.5,0.315666
11,225.5,0.971034
12,225.5,0.494974
13,225.5,0.823791
14,225.5,0.494974
15,225.5,0.315666
16,225.5,0.971034
17,225.5,0.494974
18,225.5,0.315666
19,225.5,0.971034
20,225.5,0.814796
21,225.5,0.823791
1,226.5,0.306064
2,226.5,0.775091
3,226.5,0.996327
4,226.5,0.372766
5,226.5,0.775091
6,226.5,0.996327
7,226.5,0.775091
8,226.5,0.306064
9,226.5,0.775091
10,226.5,0.306064
11,226.5,0.967144
12,226.5,0.506392
13,226.5,0.81332
14,226.5,0.506392
15,226.5,0.306064
16,226.5,0.967144
17,226.5,0.506392
18,226.5,0.306064
19,226.5,0.967144
20,226.5,0.775091
21,226.5,0.81332
1,227.5,0.296641
2,227.5,0.733974
3,227.5,0.996539
4,227.5,0.358682
5,227.5,0.733974
6,227.5,0.996539
7,227.5,0.733974
8,227.5,0.296641
9,227.5,0.733974
10,227.5,0.296641
11,227.5,0.963014
12,227.5,0.517803
13,227.5,0.802642
14,227.5,0.517803
15,227.5,0.296641
16,227.5,0.963014
17,227.5,0.517803
18,227.5,0.296641
19,227.5,0.963014
20,227.5,0.733974
21,227.5,0.802642
1,228.5,0.287401
2,228.5,0.692159
3,228.5,0.996739
4,228.5,0.344875
5,228.5,0.692159
6,228.5,0.996739
7,228.5,0.692159
8,228.5,0.287401
9,228.5,0.692159
10,228.5,0.287401
11,228.5,0.958646
12,228.5,0.529195
13,228.5,0.791767
14,228.5,0.529195
15,228.5,0.287401
16,228.5,0.958646
17,228.5,0.529195
18,228.5,0.287401
19,228.5,0.958646
20,228.5,0.692159
21,228.5,0.791767
1,229.5,0.278344
2,229.5,0.650322
3,229.5,0.996928
4,229.5,0.331354
5,229.5,0.650322
6,229.5,0.996928
7,229.5,0.650322
8,229.5,0.278344
9,229.5,0.650322
10,229.5,0.278344
11,229.5,0.954039
12,229.5,0.540557
13,229.5,0.780707
14,229.5,0.540557
15,229.5,0.278344
16,229.5,0.954039
17,229.5,0.540557
18,229.5,0.278344
19,229.5,0.954039
20,229.5,0.650322
21,229.5,0.780707
1,230.5,0.269474
2,230.5,0.609085
3,230.5,0.997106
4,230.5,0.318126
5,230.5,0.609085
6,230.5,0.997106
7,230.5,0.609085
8,230.5,0.269474
9,230.5,0.609085
10,230.5,0.269474
11,230.5,0.949196
12,230.5,0.551878
13,230.5,0.769472
14,230.5,0.551878
15,230.5,0.269474
16,230.5,0.949196
17,230.5,0.551878
18,230.5,0.269474
19,230.5,0.949196
20,230.5,0.609085
21,230.5,0.769472
1,231.5,0.26079
2,231.5,0.568997
3,231.5,0.997273
4,231.5,0.3052
5,231.5,0.568997
6,231.5,0.997273
7,231.5,0.568997
8,231.5,0.26079
9,231.5,0.568997
10,231.5,0.26079
11,231.5,0.944118
12,231.5,0.563144
13,231.5,0.758071
14,231.5,0.563144
15,231.5,0.26079
16,231.5,0.944118
17,231.5,0.563144
18,231.5,0.26079
19,231.5,0.944118
20,231.5,0.568997
21,231.5,0.758071
1,232.5,0.252295
2,232.5,0.530529
3,232.5,0.997431
4,232.5,0.292581
5,232.5,0.530529
6,232.5,0.997431
7,232.5,0.530529
8,232.5,0.252295
9,232.5,0.530529
10,232.5,0.252295
11,232.5,0.938806
12,232.5,0.574346
13,232.5,0.746515
14,232.5,0.574346
15,232.5,0.252295
16,232.5,0.938806
17,232.5,0.574346
18,232.5,0.252295
19,232.5,0.938806
20,232.5,0.530529
21,232.5,0.746515
1,233.5,0.243989
2,233.5,0.494068
3,233.5,0.99758
4,233.5,0.280276
5,233.5,0.494068
6,233.5,0.99758
7,233.5,0.494068
8,233.5,0.243989
9,233.5,0.494068
10,233.5,0.243989
11,233.5,0.933263
12,233.5,0.585472
13,233.5,0.734814
14,233.5,0.585472
15,233.5,0.243989
16,233.5,0.933263
17,233.5,0.585472
18,233.5,0.243989
19,233.5,0.933263
20,233.5,0.494068
21,233.5,0.734814
1,234.5,0.235872
2,234.5,0.459911
3,234.5,0.99772
4,234.5,0.268288
5,234.5,0.459911
6,234.5,0.99772
7,234.5,0.459911
8,234.5,0.235872
9,234.5,0.459911
10,234.5,0.235872
11,234.5,0.927488
12,234.5,0.596512
13,234.5,0.72298
14,234.5,0.596512
15,234.5,0.235872
16,234.5,0.927488
17,234.5,0.596512
18,234.5,0.235872
19,234.5,0.927488
20,234.5,0.459911
21,234.5,0.72298
1,235.5,0.227944
2,235.5,0.428274
3,235.5,0.997852
4,235.5,0.256621
5,235.5,0.428274
6,235.5,0.997852
7,235.5,0.428274
8,235.5,0.227944
9,235.5,0.428274
10,235.5,0.227944
11,235.5,0.921484
12,235.5,0.607455
13,235.5,0.711022
14,235.5,0.607455
15,235.5,0.227944
16,235.5,0.921484
17,235.5,0.607455
18,235.5,0.227944
19,235.5,0.921484
20,235.5,0.428274
21,235.5,0.711022
1,236.5,0.220207
2,236.5,0.399287
3,236.5,0.997976
4,236.5,0.245279
5,236.5,0.399287
6,236.5,0.997976
7,236.5,0.399287
8,236.5,0.220207
9,236.5,0.399287
10,236.5,0.220207
11,236.5,0.915253
12,236.5,0.618291
13,236.5,0.69895
14,236.5,0.618291
15,236.5,0.220207
16,236.5,0.915253
17,236.5,0.618291
18,236.5,0.220207
19,236.5,0.915253
20,236.5,0.399287
21,236.5,0.69895
1,237.5,0.212659
2,237.5,0.373008
3,237.5,0.998093
4,237.5,0.234263
5,237.5,0.373008
6,237.5,0.998093
7,237.5,0.373008
8,237.5,0.212659
9,237.5,0.373008
10,237.5,0.212659
11,237.5,0.908796
12,237.5,0.62901
13,237.5,0.686776
14,237.5,0.62901
15,237.5,0.212659
16,237.5,0.908796
17,237.5,0.62901
18,237.5,0.212659
19,237.5,0.908796
20,237.5,0.373008
21,237.5,0.686776
1,238.5,0.205299
2,238.5,0.349428
3,238.5,0.998204
4,238.5,0.223574
5,238.5,0.349428
6,238.5,0.998204
7,238.5,0.349428
8,238.5,0.205299
9,238.5,0.349428
10,238.5,0.205299
11,238.5,0.902115
12,238.5,0.639604
13,238.5,0.67451
14,238.5,0.639604
15,238.5,0.205299
16,238.5,0.902115
17,238.5,0.639604
18,238.5,0.205299
19,238.5,0.902115
20,238.5,0.349428
21,238.5,0.67451
1,239.5,0.198129
2,239.5,0.328482
3,239.5,0.998308
4,239.5,0.213213
5,239.5,0.328482
6,239.5,0.998308
7,239.5,0.328482
8,239.5,0.198129
9,239.5,0.328482
10,239.5,0.198129
11,239.5,0.895212
12,239.5,0.650063
13,239.5,0.662161
14,239.5,0.650063
15,239.5,0.198129
16,239.5,0.895212
17,239.5,0.650063
18,239.5,0.198129
19,239.5,0.895212
20,239.5,0.328482
21,239.5,0.662161
1,240.5,0.191145
2,240.5,0.310057
3,240.5,0.998406
4,240.5,0.20318
5,240.5,0.310057
6,240.5,0.998406
7,240.5,0.310057
8,240.5,0.191145
9,240.5,0.310057
10,240.5,0.191145
11,240.5,0.888088
12,240.5,0.660381
13,240.5,0.64974
14,240.5,0.660381
15,240.5,0.191145
16,240.5,0.888088
17,240.5,0.660381
18,240.5,0.191145
19,240.5,0.888088
20,240.5,0.310057
21,240.5,0.64974
1,241.5,0.184348
2,241.5,0.294007
3,241.5,0.998498
4,241.5,0.193474
5,241.5,0.294007
6,241.5,0.998498
7,241.5,0.294007
8,241.5,0.184348
9,241.5,0.294007
10,241.5,0.184348
11,241.5,0.880747
12,241.5,0.670548
13,241.5,0.637258
14,241.5,0.670548
15,241.5,0.184348
16,241.5,0.880747
17,241.5,0.670548
18,241.5,0.184348
19,241.5,0.880747
20,241.5,0.294007
21,241.5,0.637258
1,242.5,0.177736
2,242.5,0.280158
3,242.5,0.998585
4,242.5,0.184092
5,242.5,0.280158
6,242.5,0.998585
7,242.5,0.280158
8,242.5,0.177736
9,242.5,0.280158
10,242.5,0.177736
11,242.5,0.873189
12,242.5,0.680558
13,242.5,0.624723
14,242.5,0.680558
15,242.5,0.177736
16,242.5,0.873189
17,242.5,0.680558
18,242.5,0.177736
19,242.5,0.873189
20,242.5,0.280158
21,242.5,0.624723
1,243.5,0.171307
2,243.5,0.268319
3,243.5,0.998667
4,243.5,0.175034
5,243.5,0.268319
6,243.5,0.998667
7,243.5,0.268319
8,243.5,0.171307
9,243.5,0.268319
10,243.5,0.171307
11,243.5,0.865416
12,243.5,0.690404
13,243.5,0.612147
14,243.5,0.690404
15,243.5,0.171307
16,243.5,0.865416
17,243.5,0.690404
18,243.5,0.171307
19,243.5,0.865416
20,243.5,0.268319
21,243.5,0.612147
1,244.5,0.16506
2,244.5,0.258291
3,244.5,0.998744
4,244.5,0.166295
5,244.5,0.258291
6,244.5,0.998744
7,244.5,0.258291
8,244.5,0.16506
9,244.5,0.258291
10,244.5,0.16506
11,244.5,0.857432
12,244.5,0.700081
13,244.5,0.599538
14,244.5,0.700081
15,244.5,0.16506
16,244.5,0.857432
17,244.5,0.700081
18,244.5,0.16506
19,244.5,0.857432
20,244.5,0.258291
21,244.5,0.599538
1,245.5,0.158993
2,245.5,0.249876
3,245.5,0.998817
4,245.5,0.157873
5,245.5,0.249876
6,245.5,0.998817
7,245.5,0.249876
8,245.5,0.158993
9,245.5,0.249876
10,245.5,0.158993
11,245.5,0.849237
12,245.5,0.709582
13,245.5,0.586907
14,245.5,0.709582
15,245.5,0.158993
16,245.5,0.849237
17,245.5,0.709582
18,245.5,0.158993
19,245.5,0.849237
20,245.5,0.249876
21,245.5,0.586907
1,246.5,0.153104
2,246.5,0.242877
3,246.5,0.998886
4,246.5,0.149764
5,246.5,0.242877
6,246.5,0.998886
7,246.5,0.242877
8,246.5,0.153104
9,246.5,0.242877
10,246.5,0.153104
11,246.5,0.840835
12,246.5,0.718904
13,246.5,0.574262
14,246.5,0.718904
15,246.5,0.153104
16,246.5,0.840835
17,246.5,0.718904
18,246.5,0.153104
19,246.5,0.840835
20,246.5,0.242877
21,246.5,0.574262
1,247.5,0.147391
2,247.5,0.237107
3,247.5,0.99895
4,247.5,0.141963
5,247.5,0.237107
6,247.5,0.99895
7,247.5,0.237107
8,247.5,0.147391
9,247.5,0.237107
10,247.5,0.147391
11,247.5,0.832227
12,247.5,0.72804
13,247.5,0.561614
14,247.5,0.72804
15,247.5,0.147391
16,247.5,0.832227
17,247.5,0.72804
18,247.5,0.147391
19,247.5,0.832227
20,247.5,0.237107
21,247.5,0.561614
1,248.5,0.141852
2,248.5,0.232394
3,248.5,0.999011
4,248.5,0.134466
5,248.5,0.232394
6,248.5,0.999011
7,248.5,0.232394
8,248.5,0.141852
9,248.5,0.232394
10,248.5,0.141852
11,248.5,0.823416
12,248.5,0.736989
13,248.5,0.548972
14,248.5,0.736989
15,248.5,0.141852
16,248.5,0.823416
17,248.5,0.736989
18,248.5,0.141852
19,248.5,0.823416
20,248.5,0.232394
21,248.5,0.548972
1,249.5,0.136484
2,249.5,0.228576
3,249.5,0.999068
4,249.5,0.127268
5,249.5,0.228576
6,249.5,0.999068
7,249.5,0.228576
8,249.5,0.136484
9,249.5,0.228576
10,249.5,0.136484
11,249.5,0.814404
12,249.5,0.745746
13,249.5,0.536344
14,249.5,0.745746
15,249.5,0.136484
16,249.5,0.814404
17,249.5,0.745746
18,249.5,0.136484
19,249.5,0.814404
20,249.5,0.228576
21,249.5,0.536344
1,250.5,0.131285
2,250.5,0.225512
3,250.5,0.999122
4,250.5,0.120362
5,250.5,0.225512
6,250.5,0.999122
7,250.5,0.225512
8,250.5,0.131285
9,250.5,0.225512
10,250.5,0.131285
11,250.5,0.805194
12,250.5,0.754308
13,250.5,0.523739
14,250.5,0.754308
15,250.5,0.131285
16,250.5,0.805194
17,250.5,0.754308
18,250.5,0.131285
19,250.5,0.805194
20,250.5,0.225512
21,250.5,0.523739
1,251.5,0.126252
2,251.5,0.223073
3,251.5,0.999173
4,251.5,0.113743
5,251.5,0.223073
6,251.5,0.999173
7,251.5,0.223073
8,251.5,0.126252
9,251.5,0.223073
10,251.5,0.126252
11,251.5,0.795788
12,251.5,0.762674
13,251.5,0.511165
14,251.5,0.762674
15,251.5,0.126252
16,251.5,0.795788
17,251.5,0.762674
18,251.5,0.126252
19,251.5,0.795788
20,251.5,0.223073
21,251.5,0.511165
1,252.5,0.121382
2,252.5,0.221148
3,252.5,0.999221
4,252.5,0.107405
5,252.5,0.221148
6,252.5,0.999221
7,252.5,0.221148
8,252.5,0.121382
9,252.5,0.221148
10,252.5,0.121382
11,252.5,0.786188
12,252.5,0.770842
13,252.5,0.498632
14,252.5,0.770842
15,252.5,0.121382
16,252.5,0.786188
17,252.5,0.770842
18,252.5,0.121382
19,252.5,0.786188
20,252.5,0.221148
21,252.5,0.498632
1,253.5,0.116673
2,253.5,0.219643
3,253.5,0.999266
4,253.5,0.101341
5,253.5,0.219643
6,253.5,0.999266
7,253.5,0.219643
8,253.5,0.116673
9,253.5,0.219643
10,253.5,0.116673
11,253.5,0.776397
12,253.5,0.778809
13,253.5,0.486147
14,253.5,0.778809
15,253.5,0.116673
16,253.5,0.776397
17,253.5,0.778809
18,253.5,0.116673
19,253.5,0.776397
20,253.5,0.219643
21,253.5,0.486147
1,254.5,0.112121
2,254.5,0.218475
3,254.5,0.999309
4,254.5,0.0955455
5,254.5,0.218475
6,254.5,0.999309
7,254.5,0.218475
8,254.5,0.112121
9,254.5,0.218475
10,254.5,0.112121
11,254.5,0.766418
12,254.5,0.786577
13,254.5,0.473719
14,254.5,0.786577
15,254.5,0.112121
16,254.5,0.766418
17,254.5,0.786577
18,254.5,0.112121
19,254.5,0.766418
20,254.5,0.218475
21,254.5,0.473719
1,255.5,0.107724
2,255.5,0.217577
3,255.5,0.999349
4,255.5,0.0900103
5,255.5,0.217577
6,255.5,0.999349
7,255.5,0.217577
8,255.5,0.107724
9,255.5,0.217577
10,255.5,0.107724
11,255.5,0.756254
12,255.5,0.794144
13,255.5,0.461354
14,255.5,0.794144
15,255.5,0.107724
16,255.5,0.756254
17,255.5,0.794144
18,255.5,0.107724
19,255.5,0.756254
20,255.5,0.217577
21,255.5,0.461354
1,256.5,0.103479
2,256.5,0.216892
3,256.5,0.999387
4,256.5,0.084729
5,256.5,0.216892
6,256.5,0.999387
7,256.5,0.216892
8,256.5,0.103479
9,256.5,0.216892
10,256.5,0.103479
11,256.5,0.745906
12,256.5,0.80151
13,256.5,0.449061
14,256.5,0.80151
15,256.5,0.103479
16,256.5,0.745906
17,256.5,0.80151
18,256.5,0.103479
19,256.5,0.745906
20,256.5,0.216892
21,256.5,0.449061
1,257.5,0.0993827
2,257.5,0.216374
3,257.5,0.999422
4,257.5,0.0796943
5,257.5,0.216374
6,257.5,0.999422
7,257.5,0.216374
8,257.5,0.0993827
9,257.5,0.216374
10,257.5,0.0993827
11,257.5,0.735378
12,257.5,0.808677
13,257.5,0.436847
14,257.5,0.808677
15,257.5,0.0993827
16,257.5,0.735378
17,257.5,0.808677
18,257.5,0.0993827
19,257.5,0.735378
20,257.5,0.216374
21,257.5,0.436847
1,258.5,0.0954316
2,258.5,0.215986
3,258.5,0.999456
4,258.5,0.0748989
5,258.5,0.215986
6,258.5,0.999456
7,258.5,0.215986
8,258.5,0.0954316
9,258.5,0.215986
10,258.5,0.0954316
11,258.5,0.724672
12,258.5,0.815644
13,258.5,0.424718
14,258.5,0.815644
15,258.5,0.0954316
16,258.5,0.724672
17,258.5,0.815644
18,258.5,0.0954316
19,258.5,0.724672
20,258.5,0.215986
21,258.5,0.424718
1,259.5,0.0916228
2,259.5,0.215697
3,259.5,0.999487
4,259.5,0.0703354
5,259.5,0.215697
6,259.5,0.999487
7,259.5,0.215697
8,259.5,0.0916228
9,259.5,0.215697
10,259.5,0.0916228
11,259.5,0.713792
12,259.5,0.822413
13,259.5,0.412682
14,259.5,0.822413
15,259.5,0.0916228
16,259.5,0.713792
17,259.5,0.822413
18,259.5,0.0916228
19,259.5,0.713792
20,259.5,0.215697
21,259.5,0.412682
1,260.5,0.0879529
2,260.5,0.215484
3,260.5,0.999517
4,260.5,0.0659965
5,260.5,0.215484
6,260.5,0.999517
7,260.5,0.215484
8,260.5,0.0879529
9,260.5,0.215484
10,260.5,0.0879529
11,260.5,0.70274
12,260.5,0.828985
13,260.5,0.400744
14,260.5,0.828985
15,260.5,0.0879529
16,260.5,0.70274
17,260.5,0.828985
18,260.5,0.0879529
19,260.5,0.70274
20,260.5,0.215484
21,260.5,0.400744
1,261.5,0.0844188
2,261.5,0.215328
3,261.5,0.999545
4,261.5,0.0618746
5,261.5,0.215328
6,261.5,0.999545
7,261.5,0.215328
8,261.5,0.0844188
9,261.5,0.215328
10,261.5,0.0844188
11,261.5,0.691518
12,261.5,0.835364
13,261.5,0.388912
14,261.5,0.835364
15,261.5,0.0844188
16,261.5,0.691518
17,261.5,0.835364
18,261.5,0.0844188
19,261.5,0.691518
20,261.5,0.215328
21,261.5,0.388912
1,262.5,0.0810173
2,262.5,0.215215
3,262.5,0.999571
4,262.5,0.0579624
5,262.5,0.215215
6,262.5,0.999571
7,262.5,0.215215
8,262.5,0.0810173
9,262.5,0.215215
10,262.5,0.0810173
11,262.5,0.680131
12,262.5,0.841549
13,262.5,0.377191
14,262.5,0.841549
15,262.5,0.0810173
16,262.5,0.680131
17,262.5,0.841549
18,262.5,0.0810173
19,262.5,0.680131
20,262.5,0.215215
21,262.5,0.377191
1,263.5,0.0777449
2,263.5,0.215134
3,263.5,0.999596
4,263.5,0.0542523
5,263.5,0.215134
6,263.5,0.999596
7,263.5,0.215134
8,263.5,0.0777449
9,263.5,0.215134
10,263.5,0.0777449
11,263.5,0.66858
12,263.5,0.847545
13,263.5,0.365587
14,263.5,0.847545
15,263.5,0.0777449
16,263.5,0.66858
17,263.5,0.847545
18,263.5,0.0777449
19,263.5,0.66858
20,263.5,0.215134
21,263.5,0.365587
1,264.5,0.0745984
2,264.5,0.215076
3,264.5,0.99962
4,264.5,0.050737
5,264.5,0.215076
6,264.5,0.99962
7,264.5,0.215076
8,264.5,0.0745984
9,264.5,0.215076
10,264.5,0.0745984
11,264.5,0.656868
12,264.5,0.853353
13,264.5,0.354105
14,264.5,0.853353
15,264.5,0.0745984
16,264.5,0.656868
17,264.5,0.853353
18,264.5,0.0745984
19,264.5,0.656868
20,264.5,0.215076
21,264.5,0.354105
1,265.5,0.0715745
2,265.5,0.215035
3,265.5,0.999642
4,265.5,0.0474091
5,265.5,0.215035
6,265.5,0.999642
7,265.5,0.215035
8,265.5,0.0715745
9,265.5,0.215035
10,265.5,0.0715745
11,265.5,0.645
12,265.5,0.858977
13,265.5,0.34275
14,265.5,0.858977
15,265.5,0.0715745
16,265.5,0.645
17,265.5,0.858977
18,265.5,0.0715745
19,265.5,0.645
20,265.5,0.215035
21,265.5,0.34275
1,266.5,0.0686699
2,266.5,0.215006
3,266.5,0.999663
4,266.5,0.0442612
5,266.5,0.215006
6,266.5,0.999663
7,266.5,0.215006
8,266.5,0.0686699
9,266.5,0.215006
10,266.5,0.0686699
11,266.5,0.632977
12,266.5,0.86442
13,266.5,0.331528
14,266.5,0.86442
15,266.5,0.0686699
16,266.5,0.632977
17,266.5,0.86442
18,266.5,0.0686699
19,266.5,0.632977
20,266.5,0.215006
21,266.5,0.331528
1,267.5,0.0658813
2,267.5,0.214986
3,267.5,0.999682
4,267.5,0.0412863
5,267.5,0.214986
6,267.5,0.999682
7,267.5,0.214986
8,267.5,0.0658813
9,267.5,0.214986
10,267.5,0.0658813
11,267.5,0.620803
12,267.5,0.869684
13,267.5,0.320442
14,267.5,0.869684
15,267.5,0.0658813
16,267.5,0.620803
17,267.5,0.869684
18,267.5,0.0658813
19,267.5,0.620803
20,267.5,0.214986
21,267.5,0.320442
1,268.5,0.0632054
2,268.5,0.214972
3,268.5,0.999701
4,268.5,0.0384771
5,268.5,0.214972
6,268.5,0.999701
7,268.5,0.214972
8,268.5,0.0632054
9,268.5,0.214972
10,268.5,0.0632054
11,268.5,0.608481
12,268.5,0.874773
13,268.5,0.309499
14,268.5,0.874773
15,268.5,0.0632054
16,268.5,0.608481
17,268.5,0.874773
18,268.5,0.0632054
19,268.5,0.608481
20,268.5,0.214972
21,268.5,0.309499
1,269.5,0.060639
2,269.5,0.214963
3,269.5,0.999718
4,269.5,0.0358268
5,269.5,0.214963
6,269.5,0.999718
7,269.5,0.214963
8,269.5,0.060639
9,269.5,0.214963
10,269.5,0.060639
11,269.5,0.596014
12,269.5,0.879692
13,269.5,0.2987
14,269.5,0.879692
15,269.5,0.060639
16,269.5,0.596014
17,269.5,0.879692
18,269.5,0.060639
19,269.5,0.596014
20,269.5,0.214963
21,269.5,0.2987
1,270.5,0.0581788
2,270.5,0.214956
3,270.5,0.999734
4,270.5,0.0333284
5,270.5,0.214956
6,270.5,0.999734
7,270.5,0.214956
8,270.5,0.0581788
9,270.5,0.214956
10,270.5,0.0581788
11,270.5,0.583404
12,270.5,0.884442
13,270.5,0.288051
14,270.5,0.884442
15,270.5,0.0581788
16,270.5,0.583404
17,270.5,0.884442
18,270.5,0.0581788
19,270.5,0.583404
20,270.5,0.214956
21,270.5,0.288051
1,271.5,0.0558215
2,271.5,0.214952
3,271.5,0.99975
4,271.5,0.0309752
5,271.5,0.214952
6,271.5,0.99975
7,271.5,0.214952
8,271.5,0.0558215
9,271.5,0.214952
10,271.5,0.0558215
11,271.5,0.570656
12,271.5,0.889029
13,271.5,0.277555
14,271.5,0.889029
15,271.5,0.0558215
16,271.5,0.570656
17,271.5,0.889029
18,271.5,0.0558215
19,271.5,0.570656
20,271.5,0.214952
21,271.5,0.277555
1,272.5,0.0535641
2,272.5,0.214949
3,272.5,0.999764
4,272.5,0.0287606
5,272.5,0.214949
6,272.5,0.999764
7,272.5,0.214949
8,272.5,0.0535641
9,272.5,0.214949
10,272.5,0.0535641
11,272.5,0.557773
12,272.5,0.893455
13,272.5,0.267215
14,272.5,0.893455
15,272.5,0.0535641
16,272.5,0.557773
17,272.5,0.893455
18,272.5,0.0535641
19,272.5,0.557773
20,272.5,0.214949
21,272.5,0.267215
1,273.5,0.0514034
2,273.5,0.214947
3,273.5,0.999778
4,273.5,0.0266783
5,273.5,0.214947
6,273.5,0.999778
7,273.5,0.214947
8,273.5,0.0514034
9,273.5,0.214947
10,273.5,0.0514034
11,273.5,0.544757
12,273.5,0.897726
13,273.5,0.257034
14,273.5,0.897726
15,273.5,0.0514034
16,273.5,0.544757
17,273.5,0.897726
18,273.5,0.0514034
19,273.5,0.544757
20,273.5,0.214947
21,273.5,0.257034
1,274.5,0.0493362
2,274.5,0.214946
3,274.5,0.999791
4,274.5,0.024722
5,274.5,0.214946
6,274.5,0.999791
7,274.5,0.214946
8,274.5,0.0493362
9,274.5,0.214946
10,274.5,0.0493362
11,274.5,0.531611
12,274.5,0.901843
13,274.5,0.247015
14,274.5,0.901843
15,274.5,0.0493362
16,274.5,0.531611
17,274.5,0.901843
18,274.5,0.0493362
19,274.5,0.531611
20,274.5,0.214946
21,274.5,0.247015
1,275.5,0.0473595
2,275.5,0.214945
3,275.5,0.999803
